date,sex,race,age,city,suspicion,action
2013-04-30,male,white,34,Boston,Probable Cause,stopped
2013-04-30,male,black,53,Roxbury,Probable Cause,stopped
2013-04-30,male,hispanic,21,Dorchester,Probable Cause,stopped
2013-04-30,male,white,44,Charlestown,Probable Cause,stopped
2013-04-30,male,black,20,Mattapan,Probable Cause,stopped
2013-04-30,male,black,23,Jamaica Plain,Probable Cause,stopped
2013-04-30,male,black,25,Roxbury,Probable Cause,stopped
2013-04-30,female,white,20,Roxbury,Reasonable Suspicion,observed
2013-04-30,female,white,20,Roxbury,Reasonable Suspicion,observed
2013-05-01,male,white,55,Boston,Probable Cause,stopped
2013-05-01,male,black,39,Boston,Probable Cause,stopped
2013-05-01,male,black,47,South End,Probable Cause,stopped
2013-05-01,male,hispanic,32,Roxbury,Probable Cause,stopped
2013-05-01,female,black,49,Roxbury,Probable Cause,stopped
2013-05-02,male,black,22,Dorchester,Probable Cause,stopped
2013-05-02,male,black,26,Mattapan,Probable Cause,stopped
2013-05-02,male,white,37,Boston,Reasonable Suspicion,stopped
2013-05-02,male,white,24,Dorchester,Probable Cause,stopped
2013-05-02,male,white,58,Boston,Probable Cause,stopped
2013-05-02,female,black,34,Dorchester,Probable Cause,stopped
2013-05-02,male,black,22,Dorchester,Probable Cause,stopped
2013-05-02,male,white,22,Boston,Probable Cause,observed
2013-05-03,male,hispanic,53,South End,Reasonable Suspicion,observed
2013-05-03,male,white,32,Boston,Probable Cause,observed
2013-05-03,male,black,51,Roxbury,Reasonable Suspicion,stopped
2013-05-03,male,black,20,Boston,Reasonable Suspicion,stopped
2013-05-03,female,white,48,Boston,Probable Cause,stopped
2013-05-03,male,black,22,Mattapan,Probable Cause,stopped
2013-05-03,male,black,25,Dorchester,Probable Cause,stopped
2013-05-03,male,black,46,Boston,Probable Cause,stopped
2013-05-03,female,black,23,Dorchester,Probable Cause,stopped
2013-05-03,male,black,55,Roxbury,Probable Cause,stopped
2013-05-03,male,white,21,Jamaica Plain,Probable Cause,stopped
2013-05-04,male,white,19,Jamaica Plain,Consented to be Search,stopped
2013-05-04,male,black,21,Dorchester,Probable Cause,stopped
2013-05-04,male,black,23,Dorchester,Reasonable Suspicion,stopped
2013-05-04,male,black,22,Dorchester,Probable Cause,stopped
2013-05-04,male,black,28,Roxbury,Probable Cause,stopped
2013-05-04,male,white,33,South Boston,Probable Cause,stopped
2013-05-04,male,black,37,Dorchester,Probable Cause,stopped
2013-05-04,male,white,37,Roxbury,Probable Cause,stopped
2013-05-05,male,white,34,Charlestown,Probable Cause,stopped
2013-05-05,male,black,28,Dorchester,Probable Cause,stopped
2013-05-05,male,white,22,Boston,Probable Cause,stopped
2013-05-05,male,hispanic,38,Dorchester,Probable Cause,stopped
2013-05-06,male,white,59,Charlestown,Probable Cause,observed
2013-05-06,male,black,37,Roxbury,Probable Cause,observed
2013-05-06,male,white,28,Mattapan,Reasonable Suspicion,stopped
2013-05-06,male,white,43,Charlestown,Reasonable Suspicion,stopped
2013-05-06,male,black,19,Dorchester,Probable Cause,stopped
2013-05-06,male,black,19,Jamaica Plain,Reasonable Suspicion,stopped
2013-05-06,male,black,16,Dorchester,Probable Cause,stopped
2013-05-06,male,black,49,Dorchester,Probable Cause,stopped
2013-05-06,male,white,52,Roxbury,Reasonable Suspicion,stopped
2013-05-07,male,black,24,Roxbury,Probable Cause,stopped
2013-05-07,male,hispanic,26,Boston,Reasonable Suspicion,stopped
2013-05-07,male,hispanic,19,Dorchester,Probable Cause,stopped
2013-05-07,male,black,33,Mattapan,Reasonable Suspicion,stopped
2013-05-07,male,black,37,Boston,Reasonable Suspicion,stopped
2013-05-07,male,black,20,Mattapan,Reasonable Suspicion,stopped
2013-05-07,male,hispanic,47,Roxbury,Probable Cause,stopped
2013-05-07,male,black,32,East Boston,Probable Cause,stopped
2013-05-07,male,black,23,Hyde Park,Probable Cause,stopped
2013-05-07,male,black,21,Dorchester,Probable Cause,stopped
2013-05-07,male,black,49,Boston,Reasonable Suspicion,stopped
2013-05-07,male,hispanic,36,Boston,Probable Cause,observed
2013-05-07,female,white,34,South Boston,Reasonable Suspicion,observed
2013-05-07,male,white,38,Dorchester,Probable Cause,observed
2013-05-07,male,white,47,Boston,Reasonable Suspicion,stopped
2013-05-07,male,black,17,Roxbury,Reasonable Suspicion,stopped
2013-05-07,male,black,35,Allston,Reasonable Suspicion,stopped
2013-05-08,male,hispanic,36,Mattapan,Probable Cause,stopped
2013-05-08,male,black,53,Dorchester,Probable Cause,stopped
2013-05-08,male,black,15,Dorchester,Probable Cause,stopped
2013-05-08,male,black,30,Mattapan,Probable Cause,stopped
2013-05-08,female,white,33,South Boston,Probable Cause,stopped
2013-05-08,female,white,22,Boston,Reasonable Suspicion,stopped
2013-05-08,male,white,36,South Boston,Probable Cause,stopped
2013-05-08,male,black,34,Dorchester,Reasonable Suspicion,stopped
2013-05-08,male,hispanic,38,Boston,Probable Cause,stopped
2013-05-08,male,white,20,Boston,Probable Cause,stopped
2013-05-08,male,black,42,Boston,Probable Cause,stopped
2013-05-09,male,hispanic,16,Dorchester,Probable Cause,observed
2013-05-09,female,black,24,Dorchester,Probable Cause,stopped
2013-05-09,male,black,11,Dorchester,Probable Cause,observed
2013-05-09,male,black,17,Dorchester,Probable Cause,observed
2013-05-09,male,black,51,Boston,Probable Cause,stopped
2013-05-09,male,black,42,Boston,Reasonable Suspicion,stopped
2013-05-10,male,black,26,Roxbury,Reasonable Suspicion,stopped
2013-05-10,male,black,17,Roxbury,Probable Cause,stopped
2013-05-10,male,black,40,Dorchester,Probable Cause,stopped
2013-05-10,male,black,55,Boston,Probable Cause,stopped
2013-05-10,male,hispanic,18,Mattapan,Probable Cause,stopped
2013-05-10,male,hispanic,25,Roxbury,Reasonable Suspicion,stopped
2013-05-10,male,black,25,Dorchester,Reasonable Suspicion,observed
2013-05-10,male,asian,21,Boston,Probable Cause,stopped
2013-05-10,male,hispanic,24,Roxbury,Reasonable Suspicion,observed
2013-05-10,male,black,22,Dorchester,Probable Cause,stopped
2013-05-10,male,black,27,Dorchester,Reasonable Suspicion,stopped
2013-05-10,male,black,23,Dorchester,Probable Cause,stopped
2013-05-10,male,black,25,Boston,Probable Cause,stopped
2013-05-11,male,white,30,Boston,Reasonable Suspicion,stopped
2013-05-11,male,black,21,Dorchester,Reasonable Suspicion,stopped
2013-05-11,male,hispanic,26,Boston,Probable Cause,stopped
2013-05-11,male,white,28,Boston,Probable Cause,stopped
2013-05-11,male,black,20,Boston,Probable Cause,stopped
2013-05-11,male,black,22,Mattapan,Probable Cause,stopped
2013-05-11,male,black,22,Dorchester,Probable Cause,stopped
2013-05-11,male,hispanic,24,Dorchester,Probable Cause,observed
2013-05-12,female,black,21,Boston,Probable Cause,observed
2013-05-12,male,black,42,Boston,Probable Cause,observed
2013-05-12,female,black,21,Boston,Reasonable Suspicion,stopped
2013-05-12,male,black,41,Jamaica Plain,Probable Cause,stopped
2013-05-12,male,black,41,Dorchester,Probable Cause,stopped
2013-05-13,male,black,28,Downtown,Reasonable Suspicion,stopped
2013-05-13,male,hispanic,16,East Boston,Reasonable Suspicion,stopped
2013-05-13,male,black,16,Boston,Reasonable Suspicion,stopped
2013-05-13,male,hispanic,28,Roxbury,Reasonable Suspicion,stopped
2013-05-13,male,black,29,Dorchester,Probable Cause,stopped
2013-05-13,male,black,50,Boston,Probable Cause,stopped
2013-05-13,male,white,65,Boston,Reasonable Suspicion,observed
2013-05-13,male,black,21,Dorchester,Probable Cause,stopped
2013-05-13,male,black,45,Roxbury,Probable Cause,observed
2013-05-13,female,black,32,Roxbury,Probable Cause,stopped
2013-05-13,male,black,28,Dorchester,Probable Cause,stopped
2013-05-13,female,black,24,Dorchester,Probable Cause,stopped
2013-05-14,male,black,54,Roxbury,Reasonable Suspicion,stopped
2013-05-14,male,black,21,Dorchester,Probable Cause,stopped
2013-05-14,male,black,25,Dorchester,Probable Cause,stopped
2013-05-14,male,hispanic,19,Dorchester,Reasonable Suspicion,stopped
2013-05-14,male,black,24,Roxbury,Reasonable Suspicion,stopped
2013-05-14,male,black,52,Dorchester,Probable Cause,stopped
2013-05-14,female,white,33,Charlestown,Probable Cause,stopped
2013-05-14,male,black,34,Boston,Probable Cause,stopped
2013-05-14,male,black,48,Boston,Probable Cause,stopped
2013-05-14,female,hispanic,45,Dorchester,Reasonable Suspicion,stopped
2013-05-14,male,black,20,Roxbury,Probable Cause,stopped
2013-05-14,male,hispanic,19,Roxbury,Probable Cause,stopped
2013-05-15,male,hispanic,21,Dorchester,Reasonable Suspicion,stopped
2013-05-15,male,hispanic,39,Hyde Park,Probable Cause,stopped
2013-05-15,male,black,28,Jamaica Plain,Probable Cause,stopped
2013-05-15,male,black,20,Boston,Probable Cause,stopped
2013-05-15,male,white,54,Dorchester,Probable Cause,stopped
2013-05-15,male,black,36,Dorchester,Probable Cause,stopped
2013-05-15,male,white,29,South End,Reasonable Suspicion,observed
2013-05-15,female,white,23,South End,Reasonable Suspicion,observed
2013-05-15,male,black,14,Hyde Park,Reasonable Suspicion,observed
2013-05-16,male,black,46,Boston,Probable Cause,observed
2013-05-16,male,black,21,Jamaica Plain,Probable Cause,stopped
2013-05-16,male,black,22,Roslindale,Probable Cause,stopped
2013-05-16,male,black,27,Dorchester,Probable Cause,stopped
2013-05-16,female,white,25,Boston,Probable Cause,observed
2013-05-16,male,black,36,Boston,Probable Cause,stopped
2013-05-16,male,black,17,Brighton,Probable Cause,stopped
2013-05-16,male,white,35,Brighton,Probable Cause,stopped
2013-05-16,female,black,48,Boston,Probable Cause,observed
2013-05-16,male,white,50,Mattapan,Probable Cause,stopped
2013-05-16,male,hispanic,18,Brighton,Probable Cause,stopped
2013-05-16,male,hispanic,25,Boston,Probable Cause,observed
2013-05-16,male,white,60,North End,Reasonable Suspicion,stopped
2013-05-17,male,hispanic,16,Dorchester,Reasonable Suspicion,stopped
2013-05-17,male,black,23,Boston,Probable Cause,stopped
2013-05-17,female,white,44,South End,Probable Cause,stopped
2013-05-17,male,black,53,Boston,Probable Cause,stopped
2013-05-17,male,white,41,South Boston,Reasonable Suspicion,stopped
2013-05-17,male,black,28,Roxbury,Probable Cause,stopped
2013-05-17,male,white,22,Boston,Probable Cause,stopped
2013-05-17,male,black,20,Dorchester,Probable Cause,stopped
2013-05-17,male,black,21,Roxbury,Probable Cause,stopped
2013-05-17,male,black,25,Boston,Reasonable Suspicion,observed
2013-05-17,male,black,30,Boston,Reasonable Suspicion,observed
2013-05-17,male,black,22,Dorchester,Probable Cause,stopped
2013-05-17,male,white,42,South End,Probable Cause,stopped
2013-05-17,male,black,29,Dorchester,Consented to be Search,stopped
2013-05-17,male,white,52,Boston,Reasonable Suspicion,stopped
2013-05-17,male,black,29,Dorchester,Reasonable Suspicion,stopped
2013-05-17,male,hispanic,27,Mattapan,Probable Cause,stopped
2013-05-17,male,black,27,Mattapan,Probable Cause,stopped
2013-05-18,male,black,44,Boston,Probable Cause,observed
2013-05-18,male,black,38,Dorchester,Probable Cause,stopped
2013-05-18,female,black,23,Mattapan,Probable Cause,observed
2013-05-18,male,black,25,Dorchester,Reasonable Suspicion,stopped
2013-05-18,male,hispanic,23,Dorchester,Reasonable Suspicion,observed
2013-05-18,male,hispanic,20,Dorchester,Reasonable Suspicion,stopped
2013-05-18,male,black,26,Dorchester,Reasonable Suspicion,stopped
2013-05-18,male,hispanic,30,Charlestown,Probable Cause,observed
2013-05-18,male,black,28,Jamaica Plain,Probable Cause,stopped
2013-05-18,male,hispanic,30,Hyde Park,Probable Cause,stopped
2013-05-18,male,black,27,Dorchester,Probable Cause,stopped
2013-05-18,male,black,22,Dorchester,Probable Cause,stopped
2013-05-19,male,black,26,Dorchester,Probable Cause,stopped
2013-05-19,male,black,23,Jamaica Plain,Probable Cause,stopped
2013-05-19,male,hispanic,27,Jamaica Plain,Probable Cause,stopped
2013-05-19,male,black,51,Dorchester,Probable Cause,observed
2013-05-19,male,black,32,Mattapan,Reasonable Suspicion,observed
2013-05-19,male,white,50,Roxbury,Reasonable Suspicion,stopped
2013-05-19,female,black,46,Dorchester,Reasonable Suspicion,stopped
2013-05-19,male,black,31,Dorchester,Probable Cause,stopped
2013-05-20,male,white,42,Boston,Probable Cause,stopped
2013-05-20,male,black,39,Boston,Consented to be Search,stopped
2013-05-20,female,black,31,Dorchester,Reasonable Suspicion,stopped
2013-05-20,female,white,30,Boston,Probable Cause,stopped
2013-05-20,female,black,30,Boston,Reasonable Suspicion,stopped
2013-05-21,male,black,28,Dorchester,Reasonable Suspicion,stopped
2013-05-21,male,black,23,Dorchester,Reasonable Suspicion,stopped
2013-05-21,male,black,24,Dorchester,Probable Cause,stopped
2013-05-21,male,black,20,Roxbury,Probable Cause,stopped
2013-05-21,male,black,19,Roxbury,Reasonable Suspicion,stopped
2013-05-21,male,black,24,Dorchester,Reasonable Suspicion,stopped
2013-05-21,male,black,30,South End,Reasonable Suspicion,stopped
2013-05-21,female,black,61,Roxbury,Reasonable Suspicion,stopped
2013-05-21,female,black,26,Roxbury,Probable Cause,stopped
2013-05-21,male,black,53,East Boston,Probable Cause,stopped
2013-05-21,male,white,22,Dorchester,Reasonable Suspicion,stopped
2013-05-21,female,white,36,Boston,Probable Cause,observed
2013-05-21,male,white,33,Boston,Probable Cause,stopped
2013-05-21,male,black,20,Dorchester,Reasonable Suspicion,stopped
2013-05-21,female,black,20,Roxbury,Reasonable Suspicion,stopped
2013-05-21,male,black,18,Mattapan,Reasonable Suspicion,stopped
2013-05-21,male,black,49,Boston,Probable Cause,stopped
2013-05-21,male,hispanic,23,Roxbury,Probable Cause,observed
2013-05-21,male,black,16,Mattapan,Reasonable Suspicion,stopped
2013-05-21,male,white,45,Roslindale,Probable Cause,stopped
2013-05-21,male,black,49,Boston,Probable Cause,stopped
2013-05-21,male,black,19,Hyde Park,Reasonable Suspicion,stopped
2013-05-22,male,white,41,Dorchester,Probable Cause,stopped
2013-05-22,male,black,24,Dorchester,Probable Cause,stopped
2013-05-22,male,black,28,Dorchester,Probable Cause,stopped
2013-05-22,male,black,21,Mattapan,Probable Cause,observed
2013-05-22,male,black,53,Roxbury,Probable Cause,stopped
2013-05-22,male,white,23,Dorchester,Probable Cause,stopped
2013-05-22,male,black,22,Dorchester,Reasonable Suspicion,stopped
2013-05-22,male,black,56,Boston,Reasonable Suspicion,stopped
2013-05-22,male,black,27,Dorchester,Reasonable Suspicion,stopped
2013-05-22,male,white,27,Hyde Park,Probable Cause,stopped
2013-05-22,male,white,26,East Boston,Reasonable Suspicion,observed
2013-05-22,male,black,23,Mattapan,Probable Cause,stopped
2013-05-22,male,black,24,Mattapan,Probable Cause,stopped
2013-05-22,male,white,23,South End,Probable Cause,stopped
2013-05-22,male,black,24,Roxbury,Probable Cause,stopped
2013-05-23,female,black,39,Dorchester,Probable Cause,stopped
2013-05-23,male,black,30,Dorchester,Probable Cause,stopped
2013-05-23,male,black,21,Mattapan,Probable Cause,stopped
2013-05-23,male,white,31,Boston,Probable Cause,observed
2013-05-23,male,middle eastern,19,East Boston,Reasonable Suspicion,observed
2013-05-23,male,white,46,Roslindale,Probable Cause,observed
2013-05-23,male,middle eastern,19,East Boston,Reasonable Suspicion,observed
2013-05-23,female,black,38,Dorchester,Probable Cause,stopped
2013-05-23,male,black,36,Boston,Probable Cause,stopped
2013-05-23,female,white,40,Roxbury,Probable Cause,stopped
2013-05-23,male,black,22,Dorchester,Reasonable Suspicion,stopped
2013-05-23,male,black,27,Boston,Probable Cause,stopped
2013-05-23,male,black,29,Dorchester,Probable Cause,stopped
2013-05-23,male,black,19,Mattapan,Probable Cause,stopped
2013-05-23,female,hispanic,23,Mattapan,Probable Cause,stopped
2013-05-24,male,white,33,Boston,Reasonable Suspicion,observed
2013-05-24,male,black,48,Boston,Probable Cause,observed
2013-05-24,male,black,45,Boston,Probable Cause,observed
2013-05-24,female,black,26,Dorchester,Reasonable Suspicion,observed
2013-05-24,male,hispanic,37,Brighton,Reasonable Suspicion,stopped
2013-05-24,male,white,46,West Roxbury,Reasonable Suspicion,stopped
2013-05-24,male,black,16,Roxbury,Probable Cause,stopped
2013-05-25,male,black,32,Roslindale,Reasonable Suspicion,stopped
2013-05-25,male,black,25,Mattapan,Probable Cause,stopped
2013-05-26,male,black,26,Roxbury,Reasonable Suspicion,stopped
2013-05-26,male,black,52,Mattapan,Probable Cause,stopped
2013-05-26,male,hispanic,28,Roxbury,Probable Cause,stopped
2013-05-26,male,black,44,Roxbury,Probable Cause,stopped
2013-05-26,male,black,19,Hyde Park,Reasonable Suspicion,stopped
2013-05-26,male,hispanic,21,Roxbury,Probable Cause,stopped
2013-05-26,male,black,17,Roxbury,Probable Cause,stopped
2013-05-27,male,hispanic,35,Roxbury,Consented to be Search,stopped
2013-05-27,female,white,34,East Boston,Probable Cause,observed
2013-05-27,male,black,53,Roslindale,Probable Cause,stopped
2013-05-27,male,black,31,Roslindale,Consented to be Search,stopped
2013-05-27,male,black,26,Roslindale,Probable Cause,observed
2013-05-27,male,black,26,Roslindale,Probable Cause,observed
2013-05-27,male,black,26,Boston,Reasonable Suspicion,stopped
2013-05-27,female,hispanic,36,Dorchester,Probable Cause,stopped
2013-05-28,male,white,24,South Boston,Probable Cause,stopped
2013-05-28,male,white,25,South Boston,Reasonable Suspicion,stopped
2013-05-28,male,black,23,Mattapan,Reasonable Suspicion,stopped
2013-05-28,male,black,57,Boston,Reasonable Suspicion,stopped
2013-05-28,male,black,24,Roxbury,Probable Cause,stopped
2013-05-28,female,black,26,Boston,Probable Cause,stopped
2013-05-28,male,white,24,South Boston,Reasonable Suspicion,stopped
2013-05-28,male,black,22,Dorchester,Reasonable Suspicion,stopped
2013-05-28,male,black,25,Boston,Reasonable Suspicion,stopped
2013-05-28,male,hispanic,47,Boston,Reasonable Suspicion,stopped
2013-05-29,male,white,24,Roslindale,Reasonable Suspicion,stopped
2013-05-29,male,hispanic,21,Dorchester,Reasonable Suspicion,stopped
